id,Delivery_person_Age,time_for_pickup,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken
16943,37.0,5,4.8,0.0,0.0,0.09,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24
33661,36.0,5,4.2,17.424114,78.347554,78.427554,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,42
32394,34.0,5,4.6,21.170096,72.789122,72.859122,Fog,Jam,2,Drinks,motorcycle,0.0,Yes,Metropolitian,48
36156,28.0,10,4.8,26.766536,75.837333,75.867333,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,24
28646,23.0,5,4.9,23.359194,85.325447,85.385447,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,19
28636,20.0,15,4.6,12.934179,77.615797,77.655797,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Urban,23
37029,23.0,10,5.0,15.516833,73.768172,73.808172,Cloudy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,25
15970,30.0,5,4.7,23.416792,85.316842,85.406842,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,38
37032,36.0,15,4.8,18.554382,73.798206,73.868206,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,46
10440,38.0,10,5.0,0.0,0.0,0.01,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22
9616,37.0,10,4.6,0.0,0.0,0.07,Fog,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,40
23074,29.0,15,5.0,11.024839,77.007003,77.057003,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,26
7055,34.0,5,4.9,12.326356,76.619103,76.689103,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,36
25339,32.0,10,5.0,18.546258,73.904337,73.944337,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,25
20367,28.0,10,5.0,26.849596,75.800512,75.850512,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,26
8660,35.0,5,4.7,0.0,0.0,0.02,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,27
27,20.0,10,4.7,18.593481,73.785901,73.825901,Windy,High,1,Snack,scooter,0.0,No,Urban,10
31620,25.0,5,4.8,26.891191,75.802083,75.812083,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,17
10967,38.0,15,4.8,12.975377,77.696664,77.716664,Windy,Low,2,Snack,electric_scooter,1.0,No,Urban,26
20531,37.0,15,3.8,11.022477,76.995667,77.075667,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,33
30127,34.0,15,4.7,22.722634,75.886959,75.946959,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,19
17189,31.0,10,4.6,18.554382,73.798206,73.908206,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,46
36080,37.0,5,4.2,18.563934,73.915367,73.935367,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25
37249,25.0,5,4.7,22.744648,75.894377,76.004377,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,19
10534,26.0,5,4.7,13.054347,80.257221,80.307221,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,20
38121,27.0,5,5.0,9.991703,76.293136,76.303136,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24
27924,31.0,10,4.0,18.520016,73.830547,73.960547,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,35
23235,28.0,5,4.6,26.766536,75.837333,75.947333,Sandstorms,Jam,2,Snack,scooter,1.0,No,Urban,25
36605,32.0,10,4.5,17.410371,78.437225,78.527225,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,46
15640,31.0,10,4.1,9.988483,76.295211,76.385211,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,41
9335,21.0,15,4.7,26.849596,75.800512,75.850512,Fog,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,24
35129,20.0,10,4.8,17.438263,78.397865,78.477865,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,38
27313,32.0,10,4.2,11.026117,76.944652,77.034652,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,38
38128,35.0,15,4.7,18.546258,73.904337,73.984337,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,25
14239,31.0,10,4.4,19.178321,72.834715,72.924715,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,35
32659,23.0,15,4.8,21.149569,72.772697,72.822697,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,19
37178,20.0,5,4.5,0.0,0.0,0.07,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30
27484,34.0,5,5.0,12.979166,77.640709,77.670709,Windy,Low,1,Buffet,scooter,1.0,No,Urban,29
33208,25.0,10,4.5,19.121999,72.908493,72.938493,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,23
5291,20.0,15,4.9,13.026286,80.275235,80.325235,Windy,Low,1,Snack,motorcycle,0.0,No,Urban,11
30404,39.0,15,4.9,26.902908,75.792934,75.932934,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32
5302,31.0,15,4.9,13.005801,80.250744,80.270744,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,19
33071,38.0,5,4.7,26.892312,75.806896,75.856896,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,28
15797,30.0,10,4.6,12.979166,77.640709,77.720709,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21
32866,34.0,5,4.7,18.51421,73.838429,73.918429,Fog,Jam,2,Buffet,scooter,2.0,Yes,Urban,45
38960,24.0,15,4.6,11.001753,76.986241,77.056241,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,30
36389,24.0,15,4.7,23.351058,85.325731,85.345731,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,27
39751,37.0,5,4.6,17.451976,78.385883,78.435883,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25
28318,38.0,15,4.9,22.75004,75.902847,75.922847,Windy,High,1,Drinks,motorcycle,1.0,No,Urban,34
6583,24.0,5,4.63,30.372202,78.077151,78.157151,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,22
30765,22.0,5,4.8,12.986047,80.218114,80.348114,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15
24659,25.0,10,4.4,22.728163,75.884212,75.974212,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,40
29527,33.0,15,4.6,26.956431,75.776649,75.806649,Stormy,Low,1,Meal,scooter,1.0,No,Urban,22
17309,34.0,5,4.8,12.323978,76.627961,76.757961,Sunny,Medium,1,Meal,scooter,1.0,No,Urban,18
14776,30.0,5,4.8,19.178321,72.834715,72.864715,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30
22787,30.0,10,4.8,11.021278,76.995017,77.075017,Stormy,Low,2,Meal,scooter,1.0,No,Urban,25
38944,37.0,10,5.0,13.022394,80.242439,80.282439,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,34
1507,20.0,15,5.0,18.536562,73.896485,73.916485,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,31
30760,36.0,15,4.8,23.359194,85.325447,85.385447,Cloudy,Low,2,Meal,scooter,0.0,No,Metropolitian,19
8035,22.0,10,4.9,19.120083,72.907385,72.967385,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,11
40985,29.0,5,5.0,12.933298,77.614293,77.684293,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,26
26024,32.0,10,4.6,23.234249,77.434007,77.564007,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38
34730,33.0,5,4.9,22.727021,75.884167,75.934167,Sandstorms,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,26
39616,39.0,5,4.9,13.029198,77.570997,77.630997,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23
29393,28.0,15,5.0,21.157735,72.768778,72.858778,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,16
7750,30.0,10,5.0,18.56245,73.916619,73.956619,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,19
10047,26.0,15,4.9,25.451517,81.832616,81.842616,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22
7195,38.0,10,4.8,0.0,0.0,0.04,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,29
27112,39.0,5,4.7,12.939496,77.625999,77.675999,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,24
5349,33.0,10,4.7,0.0,0.0,0.05,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,29
26679,34.0,10,4.8,11.010375,76.95295,77.01295,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,33
17869,36.0,15,4.6,17.433809,78.386744,78.436744,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,28
32444,20.0,15,4.9,23.333017,85.3172,85.4072,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,27
39398,37.0,5,5.0,22.311603,73.165012,73.185012,Cloudy,High,0,Meal,motorcycle,1.0,No,Urban,27
28029,21.0,15,4.8,19.065838,72.832658,72.892658,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,28
21004,36.0,10,4.8,22.761226,75.887522,75.927522,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Urban,32
19182,23.0,5,4.7,22.310526,73.170937,73.200937,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,27
3454,39.0,5,4.6,26.902328,75.794257,75.934257,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,42
362,39.0,15,4.8,0.0,0.0,0.04,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Metropolitian,26
11063,33.0,10,5.0,22.751234,75.88949,75.97949,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32
15142,23.0,5,4.6,12.975377,77.696664,77.716664,Windy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,12
33910,24.0,5,5.0,12.935662,77.61413,77.62413,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,11
42865,26.0,15,4.6,26.471617,80.313564,80.373564,Fog,Low,1,Meal,scooter,1.0,No,Urban,10
10753,39.0,15,4.6,11.025083,77.015393,77.035393,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,15
13338,27.0,15,4.7,18.593481,73.785901,73.815901,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,14
21979,20.0,10,5.0,13.064181,80.236442,80.286442,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,27
9639,31.0,10,4.5,23.333017,85.3172,85.3372,Fog,Low,1,Drinks,scooter,1.0,No,Urban,15
2324,24.0,15,4.9,18.927584,72.832585,72.962585,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,31
11167,34.0,15,5.0,0.0,0.0,0.07,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,51
15802,20.0,10,4.8,19.1813,72.836191,72.946191,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,17
25029,20.0,15,4.3,22.311844,73.165081,73.255081,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,31
29439,36.0,10,5.0,17.451976,78.385883,78.515883,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25
37884,38.0,10,4.7,23.371292,85.327872,85.457872,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,22
3312,26.0,10,4.8,21.157735,72.768778,72.828778,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,11
32740,34.0,5,4.0,13.026279,80.174568,80.244568,Cloudy,Low,0,Meal,motorcycle,2.0,No,Metropolitian,42
21825,20.0,15,4.7,19.103249,72.846749,72.956749,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,38
20557,22.0,15,5.0,18.539299,73.897902,73.907902,Stormy,High,0,Drinks,motorcycle,2.0,No,Metropolitian,38
39343,26.0,10,4.5,0.0,0.0,0.11,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,16
23418,23.0,10,4.7,22.728163,75.884212,75.934212,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,23
7182,32.0,15,4.9,11.001852,76.976268,76.986268,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23
33368,32.0,5,4.5,17.428294,78.404423,78.424423,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26
21725,32.0,10,4.6,12.352058,76.60665,76.67665,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Urban,26
20114,38.0,15,4.3,19.207222,72.972281,73.032281,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,39
29612,33.0,10,3.6,12.323194,76.630583,76.720583,Windy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,35
9808,25.0,15,4.6,17.429585,78.392621,78.472621,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,25
16941,20.0,10,4.8,12.934179,77.615797,77.745797,Cloudy,Jam,2,Buffet,motorcycle,1.0,Yes,Metropolitian,42
16160,34.0,10,3.7,23.357804,85.325146,85.405146,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Urban,32
16161,31.0,5,4.8,12.934179,77.615797,77.675797,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26
43754,34.0,15,4.9,23.371292,85.327872,85.337872,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,28
1128,36.0,5,4.6,21.170096,72.789122,72.819122,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,25
22,26.0,10,4.3,15.51315,73.78346,73.83346,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,21
33219,35.0,5,4.0,17.451976,78.385883,78.395883,Windy,High,1,Snack,motorcycle,2.0,No,Metropolitian,34
494,32.0,5,4.1,13.086438,80.220672,80.270672,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34
3413,28.0,5,4.5,22.761226,75.887522,75.927522,Sandstorms,High,2,Meal,scooter,0.0,No,Metropolitian,16
25269,38.0,10,4.7,21.15276,72.778059,72.838059,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33
18109,31.0,15,4.6,17.450851,78.379347,78.429347,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,19
11576,30.0,15,4.8,19.003517,72.82765,72.83765,Windy,Low,1,Snack,scooter,0.0,No,Urban,24
20886,26.0,5,5.0,11.016298,76.972076,77.022076,Sunny,Low,1,Drinks,scooter,1.0,No,Urban,18
3980,38.0,5,4.0,21.173343,72.792731,72.812731,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27
9543,31.0,15,4.3,18.530963,73.828972,73.898972,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,36
15457,34.0,15,3.5,11.025083,77.015393,77.105393,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,31
10774,29.0,15,4.7,12.323994,76.626167,76.676167,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,17
18547,36.0,5,4.0,26.766536,75.837333,75.927333,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,38
39720,23.0,10,4.6,19.131141,72.813074,72.863074,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26
19280,28.0,5,5.0,18.536562,73.896485,73.936485,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,24
23011,23.0,15,4.8,26.911927,75.797282,75.907282,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,25
14896,37.0,5,4.7,18.539299,73.897902,73.977902,Stormy,Low,1,Drinks,scooter,0.0,No,Metropolitian,24
35701,35.0,10,5.0,26.90519,75.810753,75.850753,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,26
27408,35.0,5,5.0,18.51421,73.838429,73.848429,Sandstorms,High,2,Meal,motorcycle,1.0,No,Metropolitian,26
16830,28.0,5,4.8,15.157944,73.950889,73.990889,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,29
5310,34.0,10,4.2,22.727021,75.884167,75.974167,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,36
17504,23.0,10,4.7,23.333017,85.3172,85.4272,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,22
14515,21.0,10,4.8,12.913041,77.683237,77.733237,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,13
2925,27.0,5,4.7,22.751234,75.88949,76.01949,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,26
7450,38.0,10,4.9,10.994136,76.963303,76.973303,Sunny,Low,1,Buffet,motorcycle,1.0,No,Urban,17
18376,38.0,15,4.6,18.516216,73.842527,73.852527,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,26
25451,32.0,5,4.9,0.0,0.0,0.05,Fog,Low,1,Snack,scooter,1.0,No,Urban,17
3195,22.0,5,4.7,18.530963,73.828972,73.858972,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,22
38725,34.0,10,5.0,23.416792,85.316842,85.356842,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,29
8115,25.0,5,4.8,23.232537,77.429845,77.469845,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,21
41982,39.0,15,4.8,17.438263,78.397865,78.447865,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Urban,30
42891,34.0,5,4.2,13.022394,80.242439,80.282439,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,39
35809,30.0,15,4.3,19.874449,75.360232,75.420232,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,32
38796,25.0,15,4.5,26.911378,75.789034,75.839034,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22
28605,24.0,5,4.4,22.75004,75.902847,76.012847,Cloudy,Medium,1,Buffet,motorcycle,0.0,No,Urban,39
8050,36.0,15,4.2,19.055831,72.833984,72.943984,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,41
30995,27.0,5,4.9,0.0,0.0,0.03,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,16
4369,26.0,10,4.7,12.979096,77.640625,77.770625,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,42
7248,33.0,15,4.7,0.0,0.0,0.05,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,25
11213,30.0,10,4.6,12.933284,77.615428,77.665428,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,34
13189,34.0,15,4.4,22.744648,75.894377,75.984377,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,51
36078,31.0,15,4.9,12.323994,76.626167,76.686167,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,33
16053,26.0,10,4.7,19.178321,72.834715,72.944715,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,19
20621,39.0,15,4.4,17.483216,78.552111,78.582111,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40
29790,22.0,10,5.0,21.17106,72.789292,72.819292,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,39
36290,30.0,15,4.6,11.021278,76.995017,77.025017,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,22
25623,32.0,10,4.3,0.0,0.0,0.07,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,37
32469,21.0,15,4.6,12.972532,77.608179,77.738179,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,33
26427,38.0,5,4.2,23.233219,77.433571,77.483571,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,39
27032,28.0,15,4.9,13.066762,80.251865,80.381865,Sunny,Medium,2,Buffet,scooter,0.0,No,Urban,13
43511,38.0,10,4.9,17.431477,78.40035,78.53035,Sunny,Low,1,Meal,scooter,0.0,No,Metropolitian,26
5353,35.0,5,4.3,26.88842,75.800689,75.910689,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,45
12545,27.0,5,4.9,19.207222,72.972281,73.002281,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,23
43662,23.0,10,5.0,17.411028,78.329645,78.359645,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24
43520,38.0,15,4.5,19.103249,72.846749,72.926749,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,26
43152,25.0,15,4.8,23.359407,85.325055,85.455055,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,34
14598,20.0,10,4.5,23.357804,85.325146,85.385146,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41
794,28.0,10,4.9,26.902908,75.792934,75.822934,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,27
11937,34.0,15,4.2,26.88842,75.800689,75.840689,Windy,Medium,2,Buffet,scooter,0.0,No,Urban,32
21219,24.0,10,3.9,30.893384,75.821202,75.851202,Sunny,Jam,0,Snack,motorcycle,0.0,Yes,Metropolitian,40
23270,33.0,10,4.6,19.22384,72.841347,72.891347,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25
18870,28.0,5,4.7,18.546258,73.904337,74.034337,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23
27378,33.0,5,4.7,19.131141,72.813074,72.893074,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,25
35827,27.0,5,4.8,18.994237,72.825553,72.915553,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,35
42877,28.0,5,4.4,22.753659,75.903365,75.953365,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,46
10253,31.0,10,4.9,17.450851,78.379347,78.399347,Windy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,30
6661,31.0,10,4.0,17.429585,78.392621,78.422621,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,31
16693,37.0,15,4.6,21.170096,72.789122,72.849122,Windy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,30
15225,39.0,10,4.9,0.0,0.0,0.07,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,27
23716,39.0,15,4.5,26.913726,75.75282,75.762821,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,24
11692,26.0,10,4.6,12.284747,76.625861,76.665861,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,29
43459,24.0,15,4.5,22.753659,75.903365,76.033365,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,15
22006,27.0,15,4.7,22.310526,73.170937,73.200937,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Urban,29
33454,20.0,10,4.2,19.121999,72.908493,72.958493,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,52
3042,30.0,5,4.5,13.091809,80.219104,80.259104,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,27
27201,32.0,5,4.4,19.876994,75.372353,75.482353,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,43
17427,24.0,15,4.7,13.066762,80.251865,80.291865,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,22
14604,30.0,10,4.5,18.593481,73.785901,73.845901,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,26
7635,38.0,5,4.2,11.022477,76.995667,77.005667,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27
15061,39.0,10,4.1,0.0,0.0,0.08,Windy,Jam,2,Meal,scooter,0.0,No,Metropolitian,41
9487,37.0,5,4.4,30.366322,78.070453,78.160453,Sandstorms,Jam,2,Buffet,scooter,2.0,No,Metropolitian,35
26252,33.0,10,4.8,10.027364,76.308258,76.418258,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,24
7340,32.0,15,4.5,22.722634,75.886959,75.896959,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,20
36610,27.0,5,4.9,17.45971,78.368855,78.418855,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,23
7386,30.0,5,4.6,22.311603,73.165012,73.205012,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,29
33931,29.0,10,5.0,22.753839,75.897429,75.917429,Sunny,High,1,Meal,scooter,0.0,No,Urban,10
27953,27.0,15,4.9,22.307898,73.167788,73.297788,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22
18228,30.0,15,4.9,12.310972,76.659264,76.769264,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27
42481,21.0,5,4.8,19.1813,72.836191,72.846191,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,16
40670,28.0,15,4.9,0.0,0.0,0.08,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,18
16017,31.0,5,5.0,21.170798,72.790489,72.800489,Stormy,High,0,Meal,motorcycle,1.0,No,Urban,32
10072,27.0,15,4.2,17.429585,78.392621,78.482621,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,38
19844,35.0,10,4.6,0.0,0.0,0.08,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42
24464,33.0,5,4.7,19.254567,72.848923,72.858923,Sunny,High,0,Snack,motorcycle,1.0,No,Urban,20
20434,34.0,5,4.1,17.424114,78.347554,78.407554,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,32
21409,32.0,5,4.7,22.751857,75.866699,75.886699,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,11
11573,32.0,15,4.6,23.357804,85.325146,85.365146,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,26
26351,20.0,15,4.7,12.297954,76.665169,76.795169,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,30
35656,22.0,15,4.7,26.913726,75.75282,75.762821,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,19
31340,25.0,10,4.9,23.359407,85.325055,85.415055,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,18
25977,37.0,5,4.7,13.027018,80.254791,80.364791,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,35
11553,29.0,5,4.1,12.316967,76.603067,76.693067,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,40
7331,36.0,15,4.8,18.56245,73.916619,73.996619,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,27
5271,36.0,15,4.0,11.021278,76.995017,77.125017,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31
275,21.0,10,4.9,21.157729,72.768726,72.858726,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,21
18148,23.0,10,4.9,17.422819,78.449578,78.529578,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,27
14134,28.0,10,4.7,11.001753,76.986241,77.046241,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,25
19076,34.0,10,4.5,19.874733,75.353942,75.383942,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,29
40336,27.0,15,4.9,13.02978,80.208812,80.258812,Cloudy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,25
6611,27.0,15,4.7,0.0,0.0,0.11,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,41
